id_komentar,nama_akun,tanggal,text_cleaning,sentimen
Ugx1o24KPeRgCyY5nx14AaABAg,Rudi Hermawan,2023-06-17 03:48:07+00:00,  masuk tempat bakal cuma pajang ni soal insfratruktur buat,negatif
UgwP9Azf9_prifOtgAh4AaABAg,Gina Andriani,2023-06-17 02:56:52+00:00,jual ikut pake siasat jual bbm   laku tiap taun produk baru spek tambah baru harga baru lebih mahal awal gausah   rangin spek cuan or strategi jual   maksimal ful konsep gabakal laku   minat sih mgkn ntr or tahun     beli   dapet   ful konsep inovasi baru masa depan kendara drpd  sekarang  awal spek sampah   suka pake alphard   btw,positif
UgxGypKWV_M7uevRBJN4AaABAg,Octo da Trupa,2023-06-16 23:04:50+00:00,  kendara bensin jarak tempuh lebih pendek contoh   guna vario  tahun  isi bensin liter kadang cuman tempuh an km padahal   tipe orang tangan latih   gitu isi pertamax mana biaya transportasi mahal banding motor tempuh jarak rupa biaya lebih murah,positif
UgwaV-ciKyl44kO4gwF4AaABAg,Third Tiga,2023-06-16 15:26:05+00:00,harga juta mau laku keras   ngotak       punya blm sanggup mau beli juta dapet sigra bahkan dapet   beli   versi paling bawah juta harga beli tunai   kredit oloh m lebih tembus  ,positif
UgxIbeeZb7Y63QZpPn94AaABAg,jack brown,2023-06-16 12:42:47+00:00,  jual mocin trust issue buat  orang  indo,negatif
UgwS3c4rvF3KJd0h4kx4AaABAg,Anggara,2023-06-16 11:42:21+00:00,  kira jabat sering pura pura miskin dulu baru tau sebab   mau ngerasain miskin   kasih tau opini     mahal ukur murah batas kota   muat banyak orang tipikal orang indonesia keluarga makin banyak bangku makin laku lebih bagasi makin kecil makin sepi minat  biaya   pake bbm biaya   murah beberapa orang atas bilang indonesia murah banding negara tetangga logika tinggal indonesia bukan negara nyata random warga mahal arti warga indonesia harga lumayan mahal pandang banyak warga kpd pln suram suka mainin harga harga sama daya harga kurang  suku cadang warga suka murah suku cadang mahal pasar makin sempit  daya tahan warga suka tahan banting maksud sini bukan tabrak kebal bawa lintas daerah pulau kuat ama nama jalan batu berlobang lain contoh kek viral kemarin lewat jalan lampung     yakin bakal tahun sampe tahun keluarga rantau jauh kampung aceh kerja papua   masuk akal beli daya tahan lebih lemah kaleng bensin komponen utama mesin rusak harga ganti hampir harga beli baru  tempat charging banyak pikir tempat cas susah temu nyata iya mungkin nama pom cuman kota besar   geser dikit pinggir mungkin   susah temu   warga   bego bego pajak murah tetap   pajak lain warga sering dibegoin   mungkin dibegoin terus pake trik sama lagi harga pajak   permanen sama ganti presiden ganti harga pajak,negatif
UgwsjDB5U2Qk-du1v3Z4AaABAg,Aki din,2023-06-16 10:22:56+00:00,coba dong jual harga jt otr laku keras  ,positif
Ugz9e1Isf3A8vWDm9nx4AaABAg,Rayya Mischka,2023-06-16 09:59:27+00:00,si luar negri obral indonesia subsidi negara padahal moldoko luhut   ngebayangin untung besrar,negatif
UgyfXHglvSY1Cg6JUc94AaABAg,yougo chan,2023-06-16 08:12:36+00:00,infrastruktur pada charging station daerah sedikit,negatif
UgwbFD-O5UgVJpDTTj54AaABAg,Alifian Alrozaq Zakaria,2023-06-16 07:10:34+00:00,sebenernya ev awal cipta sampe hari banyak kendala     ujung kok sampe kalah sama icev terus sumber pake lama apa green energy lha wong sumber   pake batu bara,negatif
UgwoT3yQUtXZPvCLuWd4AaABAg,lombok exsotis,2023-06-16 05:56:41+00:00,si muldoko bangkrut,negatif
UgyIuZ6WPLccGm7oX9J4AaABAg,Honu Nurius ファインティング,2023-06-16 05:34:03+00:00,bangun harus sektor transportasi kereta umum rakyat   pusing mikir cicil tiap bulan,negatif
UgxfDscbSXU7evVVsp54AaABAg,Just For Fun,2023-06-16 04:50:29+00:00,baterai harga mahal usia pakai baterai   habis beli harga mahal,positif
UgzeO8C9Hte7fZkRAY94AaABAg,doni herald,2023-06-16 04:15:33+00:00,  punya paham beli     beli terus tinggal pakai handphone awat servis rutinitas charging station   sedikit,positif
UgzqgOjaUdVDc4umGzl4AaABAg,agil mulyawan,2023-06-16 03:59:11+00:00,pertama mahal jauh atas bbm   uji awet sampe puluh tahun bbm bukti,negatif
Ugz1vEgC2lf2y3yg5aN4AaABAg,Ramanto Manto,2023-06-16 03:17:13+00:00,perintah   dpt cuan rakyat   sengsara perintah angkut   ganti angkut  jangan  desak masyarakat suruh beli,negatif
UgzysEQZnm15WUCOOLN4AaABAg,bang toro channel,2023-06-16 02:26:54+00:00,tambah pribadi arti tambah macet jalan raya,positif
UgyO_F2BkHTBsmQTsfB4AaABAg,Alviansyah Kuswidyatama,2023-06-16 01:40:35+00:00,  paling  benar  lebih butuh masyarakat transportasi umum layak utama kereta bukan percuma   gembar gembor sumber sendiri   pakai sumber daya ramah lingkung baru bara tingkat polusi jakarta tetap tinggi fokus alih guna bahan bakar fosil guna pikir aspek lain sendiri sepenuh atas solusi macet bagai kota besar indonesia waktu cek harga harga   affordable buat orang banyak besar ratus juta walaupun subsidi bicara soal infrastruktur dukung lain spklu jumlah batas masalah lain kait transportasi umum layak ramah lingkung utama kereta kemenperin justru hambat ada impor krl bekas jepang alas tkdn jadi shortage jumlah armada krl operasi jabodetabek jogja solo mau tambah jalur krl bandung jalan krl dapat kurang jadwal jam tentu rangkai krl dulu kereta sekarang lebih banyak guna kereta bahkan jam sibuk lanjut akibat tumpu tumpang stasiun krl jadi makin penuh lanjut akibat ketidakpuasan guna layan jasa transportasi krl terus sini inka selaku bumn bidang industri kereta api masalah lain inka sanggup produksi krl sesuai spesifikasi tetap sesuai kuantitas bagaimana butuh kai bicara masalah kualitas hasil akhir produk inka dapat pabrik baru banyuwangi madiun ada pmn inka tahun harap inka maksimal rnd produksi kereta kualitas produk jadi lebih baik umum lebih dukung dorong guna transportasi umum masuk industri dukung ketimbang kendara walaupun dua sama sama beri lapang kerja efek jangka panjang seluruh lebih baik perintah fokus transportasi umum,negatif
UgwvzC15vcQ2dS-mXwx4AaABAg,Wowon Maulana,2023-06-16 00:58:00+00:00,kendara bukan solusi bukan tingkat transportasi umum malah tambah macet   mungkin orang punya kendara   punya kendara bensin,positif
UgzopKbD6Pu1CLWLUvB4AaABAg,lukman bandolz,2023-06-16 00:03:44+00:00,  beli tengah atas banyak masyarakat tengah bawah motor dealernya   terasebar kota besar   daerah mungkin difikirkan beli,negatif
UgzxB90cIHtuiuxFl0p4AaABAg,Islam olahraga,2023-06-15 22:10:05+00:00,melunjak pln diam tempat bakal naik naik naik menrurut sering naik biaya,positif
UgxKEpfnJr2zKQ_eUUp4AaABAg,ADY cd,2023-06-15 18:21:58+00:00,sekarang minat tak laku indonesia pangku tangan luar negeri merencanakal besar ubah energi baru kendara bbm kendara sangat mungkin bila rakyat indonesia tiba giur buat asing tsb isu kaji dalam,positif
UgwaMuKOAbg4w3nx0np4AaABAg,Aji Mukti,2023-06-15 15:36:26+00:00,kendara cuma penting jabat hayo siapa milik saham baterai,negatif
UgwQ3Gk3_yccBjUurGJ4AaABAg,Reksy Yorka,2023-06-15 15:29:59+00:00,  beli toyota transmover,negatif
UgziMBhcAC4wEA0V57x4AaABAg,luthfı Raya,2023-06-15 14:16:52+00:00,lapang   tempat charging jarang mana masyarakat mau,positif
UgxuXm3omzUt5tdKVqp4AaABAg,Nanang Wijaya,2023-06-15 14:09:51+00:00,tri tambah kaya bkn rakyat,positif
UgxtQ_l4cE6mzhxcskZ4AaABAg,Asih Widayati,2023-06-15 11:20:17+00:00,lebih baik   bau laku   transportasi umum   tanggung perintah   wilayah kota,negatif
UgzBX8zS0GUi3DwZfxl4AaABAg,Ipong Soleh,2023-06-15 10:40:13+00:00,model  kok  aneh   sedap pandang haha janat   beli  kok  maksa rakyat beli,positif
Ugz31Fj3C4DgANQuwCV4AaABAg,Musa Lubis,2023-06-15 09:56:50+00:00,mau laku mobol utama muldoko jual semua kenderaanmu ganti dg   berbahab bakar jokowi tri lain baru contoh bukan munafiq aamiin,negatif
UgyjhrPyZWb8_7c2aKR4AaABAg,Karim ginting Ginting,2023-06-15 08:04:25+00:00,    duga brg ggk akn laku ngapain  orang  pake   ribet   bbm gampag beli kecuali bbm sudh lagka,negatif
UgwvBqE6i5Z0Y4LmRsp4AaABAg,LENZY MOBILE,2023-06-15 07:50:30+00:00,ev bom layak sekarang segi harga peroformanya jauh mending push   bahan bakar biofuel   bahan bakar tumbuh baru fokus ev gapapa buat regulasi baru kayak eropa kendara baru   euro atas semua kendara baru   hybrid,negatif
Ugyhb3Rg6pTMVl5ELJ14AaABAg,Fajar Nugi Nugraha,2023-06-15 07:24:32+00:00,rakyat mau kerja gaji umr loker limpah ruah baru mampu beli jujur banyak sekali korban phk anggur,negatif
UgyIjX41kIBdZ0zMAyt4AaABAg,Toko Jelek Surabaya,2023-06-14 23:37:45+00:00,imho alas kurang emisi sesat lama pln pakai indonesia mayoritas hasil bakar batu bara gas cuman plta potensial air data coba cek   percaya alih bensin   signifikan kurang emisi bisnis satu bisnis lain indonesia lebih   serap padahal lanjur kontrak besar sama punya tambang batu bara mau bensin apa batu bara sama lama transportasi massal susah   baik   niat beneran mau rangin emisi,negatif
UgxqzxL-KXH-r01UARB4AaABAg,Tafri mukhtar,2023-06-14 23:24:49+00:00,kayak hidrogen lebih pas buat kendara masa depan deh tinggal isi hidrogen kaya isi bensin puter kunci terus jalan   perlu nunggu ngecharger lama,negatif
UgxUm_MhGUSecYgWhbZ4AaABAg,Pemburu Handal,2023-06-14 17:10:32+00:00,mau ramah lingkung kurang pakai kendara pribadi mau sedikit tampar rangin produksi impor kendara,positif
UgzF14LnJe9S3VD_k0x4AaABAg,CL 9,2023-06-14 17:03:50+00:00,darimaana duit,netral
UgzcaxeViGHAZpWEpvl4AaABAg,ZAFHAS TRANS,2023-06-14 17:03:01+00:00,beneran mulai   laku kok   malah makin  lihat  ev kek gin mulai banyak jkt bandung sby ama yogya mulai jamur,positif
Ugym9Dt8orgNq9Gv3Sl4AaABAg,erick chandra,2023-06-14 16:43:21+00:00,sekali ngecharge   berapa lama coba   buru or jalan jauh tiba lowbat gimana coba fungsional sangat lemah banding bbm,negatif
UgxMlZPnd1QJYr0ZdCZ4AaABAg,DEDE ARIES ABDULLAH,2023-06-14 16:15:25+00:00,gimana mau kembang pln pake token,positif
Ugz1wZ0sOyoa8Gl8_lh4AaABAg,Aldi joe,2023-06-14 11:43:56+00:00,mudah ferguso paling ev,positif
UgxbTaw0VHI1L6AP-QZ4AaABAg,Garland Reswara,2023-06-14 08:27:07+00:00,cocok indonesia indonesia butuh hybrid evaluasi sistem paja kendara berat hybrid,negatif
Ugym1nTuCYDM2RhfjAJ4AaABAg,Muniran Security,2023-06-14 07:45:09+00:00,batre masa pakai cuma beberapa tahun trus beli batre baru   harga langit,negatif
UgykkaMgPXLreQZPvPl4AaABAg,inoe kertapati,2023-06-14 07:43:07+00:00,listtik tak aman   baterai mudah bakar jd masalah teknologi baterai blm matang,negatif
UgyNNaLkZb0ubwTeOLF4AaABAg,CHANEL ANAK SEHAT,2023-06-14 06:37:14+00:00,om t sama supra fit ngk om serius neh,positif
UgzxSoUjri56vYD-Zmd4AaABAg,Muhammad Viqih,2023-06-14 04:53:21+00:00, benar  jg kritakan anirs,negatif
Ugw57uOuP_CirgAGBE14AaABAg,rayfal Ibrahim syah,2023-06-14 04:45:58+00:00,gagal maning gagal maning,negatif
Ugx1Xd2dwMbUUgoE8Gl4AaABAg,Hasyim Azhari,2023-06-14 02:38:01+00:00,model   kurang tarik isi daya   ribet lama,negatif
UgznTu9LmR42YzUuc354AaABAg,Lisa Denara,2023-06-14 02:36:06+00:00,tempat charger rata jelas   lalu   tiba mati jalan   gmna donk perintah begok  semua ,negatif
Ugwb5T23RquWLOQtGdJ4AaABAg,Nur Rokhim,2023-06-14 02:19:56+00:00,  lucu klw plng kmpng mogok tol alas abis,negatif
UgyeYdUYKbCMMsq-qR94AaABAg,YOURAN TUMAYEL,2023-06-14 01:57:21+00:00,sendiri pilih konversi suzuki carry punya,negatif
UgxyO_-d7B06b9bG15x4AaABAg,vania,2023-06-14 01:02:34+00:00,lha beda apa ev jg bbm,negatif
UgxrBezww2RKW8M_s654AaABAg,Denny Load,2023-06-14 00:31:42+00:00,harga airev wuling china indonesia jual jt,positif
UgxY3GE7xtCknNiiQ3B4AaABAg,suwardi hagani,2023-06-13 23:48:01+00:00,urus surat surat kendara ribet alas buat masyarakat  malas  halo mana nih dukung pihak samsat baik dishub pajak maupun polri,negatif
UgxqC3XkwtAMQlH3SBR4AaABAg,Azkha Rafa,2023-06-13 16:58:00+00:00,minyak bumi mau abis nih,positif
UgxWlGkHQ8reLzRY2-t4AaABAg,faiz wae,2023-06-13 16:26:23+00:00,gaji juta umr paksa lesat teknologi alas kurang emisi gas buang padahal bensin solar dl bakal timbun sang kuasa jual pabrik pabrik rakyat paksa pake motor ntar   pake malah naik harga nama miskin sadar,negatif
UgxxPNVelITwzdvP_K14AaABAg,Sunarto Wilders,2023-06-13 16:21:23+00:00,pasar atur atur pasar jalan alamiah laku pasar arti masyarakat percaya walaupun beri subsidi motor,positif
UgzxrUbzVVPxCkdPlwJ4AaABAg,Sukardi Iswadi,2023-06-13 13:44:21+00:00,terlalu mahal harga rakyat bawah   beli,netral
Ugw7zURmvIvgnZplf-14AaABAg,Rg,2023-06-13 13:23:13+00:00,kasihan biarpun goreng banyak reviewer otomotif bahkan ikut beli   ngaruh,negatif
Ugw3SPU-W4rwOiDCBVF4AaABAg,Fai Han,2023-06-13 12:59:53+00:00,untung pln ujung harga naik blom   fast carger klau cas menit pakai hari mau,positif
UgxXrUOZ-_htB5Vr4ap4AaABAg,Suryo Suryo,2023-06-13 12:43:56+00:00,bagi dl kpd     indonesia,negatif
UgySmmvnNkmwCXECuJZ4AaABAg,Rinto Rian,2023-06-13 12:36:59+00:00,kecil harga langit sapa mau beli,positif
UgxzGDR1tJmLN2d69U94AaABAg,pangeran sriwijaya,2023-06-13 12:32:04+00:00,kendara bagus angkut umum,netral
Ugxwu23zyLIi4ti56cF4AaABAg,Tamberang,2023-06-13 12:23:58+00:00,kantong rakyat blm cukup,negatif
UgxBUEe02glEY8DDWGx4AaABAg,Rupinus Ismail,2023-06-13 12:10:18+00:00,  sering padam intan malah mau jual llistrik kacau,positif
Ugyn7U73YQHEx0Zu1Xp4AaABAg,Moch Moestadiron,2023-06-13 11:23:16+00:00,bukan   laku semua baru jarang   langdung sukses,negatif
Ugz0EuSWTdAaIy0wXxJ4AaABAg,natuna,2023-06-13 11:01:57+00:00,minat harga bawah jt itu tampung banyak,positif
Ugykc8CwXq5hnDvQ0cJ4AaABAg,Game Moment,2023-06-13 10:56:47+00:00,masalah buat   batrenya karna batre tiap merek motor beda klw sperti bensin   apa merek motor isi bensin jenis batre    semua  merek motor mudah dlam pngisian ganti,negatif
UgxD5qbUAbrpsFJcVXh4AaABAg,Mochammad Yunus,2023-06-13 10:17:22+00:00,tarik harga mahal tempat isi baterai enak biasa isi pertamax mana pakai modifikasi mudah,negatif
UgxDYgMh3FOscyKh2-R4AaABAg,channel phone,2023-06-13 09:57:44+00:00,harga china jt sampe sini dibandrol jt subsidi jt konsumen jt harga china wuling miniev rpjt indonesia jt,positif
UgwvEkypRxd-LpZgBqd4AaABAg,izhampire L,2023-06-13 09:41:48+00:00,pesimis battery lithium limbah bagaimana memngingat olah limbah lithium mudah,positif
Ugwfo2kMdCDvsivzRRZ4AaABAg,Tae Hendra,2023-06-13 09:35:52+00:00,mahal rusak repot mogok bingung ha,negatif
Ugy5tdGlAWzVwwDXWZp4AaABAg,Didit Handoko,2023-06-13 09:14:50+00:00,  desak penting   sangat penting abai,negatif
UgzrBBTudqr01K6jHRN4AaABAg,aara ayesha,2023-06-13 07:46:13+00:00,perintah tak mampu rubah meski diskon mungkin   baterai universal ganti mana semua kendara jenis apa sama model lebih mudah motor maka baterai sama misal motor batetai kapasitan baterai mudah isi masyarakan bisnis isi baterai tinggal ganti unit baterai,negatif
UgxXcfMRP51PI8Z9egN4AaABAg,Furodi Mudhofir,2023-06-13 07:32:09+00:00,kondisi ekonomi masyarakat tengah bawah baik baik,positif
Ugw7x9wv4L8vc8wyHcJ4AaABAg,sakutrem 93,2023-06-13 07:31:09+00:00,supsidi negara produsen cina hebat sekali indonesia,negatif
Ugw7Fs736Rr3wqzodP14AaABAg,muhartanto,2023-06-13 06:26:22+00:00,infrastructur siap siapa jg mau uji coba lebih bagus segala otomatis orang jg pindah,positif
UgxIxRD_1LmgUR8uPgZ4AaABAg,Fikry Badharudin,2023-06-13 05:46:37+00:00,ingin masyarakat banyak angkut umum massal   mudah akses koneksi beberapa daerah wilayah,positif
Ugz6LH7T1HSMMk3vF7V4AaABAg,Hio Putra,2023-06-13 05:41:45+00:00,muldoko nyambi bisnis ciie,positif
Ugxb7AQT_WOj8jnbXLF4AaABAg,Rizky Rpmill,2023-06-13 05:05:20+00:00,wuling ev jt lebih tara pajero sport orang kaya milih pajero ketimbang air ev,netral
UgwV5f0zBhMro8H3LUB4AaABAg,jolio ahmad,2023-06-13 05:00:06+00:00,  tau produsen   rakyat konoha lebih  orang  miskin kaya artis jabat   beli rumah   nyicil abad boro boro bayar   sulit,negatif
UgwRx2G0fA8e3DMDKE54AaABAg,andre supra,2023-06-13 04:37:05+00:00,mending   pake diesel sawit,negatif
UgymraUWUIVzC0ITJBx4AaABAg,Eko Ipah,2023-06-13 04:14:13+00:00,kendara terlalu mahal kalang duit   mampu beli,negatif
UgwV5VjrwS3jZWREqB94AaABAg,Hen Dra,2023-06-13 04:06:53+00:00,buru hrsnya masuk kesekmen motor kalo mau subsidi trasportasi massal bajay angkot taxi grab gojek jenis bus   blm perlu subsidi,netral
UgxD9YFZ_AsmR5M6NfB4AaABAg,Konter Hp,2023-06-13 02:08:45+00:00,  laku enak mesin,positif
Ugx0b2ZluAH4WkqqG1F4AaABAg,passaku 7,2023-06-13 01:37:11+00:00,bukan   laku mobilitas batas tambah ngecas pake waktu beda sama bensin ngisi langsung gas,negatif
Ugyzb6ch5jdmOa14fXx4AaABAg,dayat kusuma,2023-06-13 00:52:57+00:00,bawah jt rakyat kelas tengah bawah beli atas aneh rakyat butuh kerja punya hasil baru beli,negatif
UgxxGL8s99YjS-aXn0t4AaABAg,Okky Subiantoro,2023-06-13 00:20:48+00:00,harga mahal kualitas   kuat guna mesin isi baterai lama stasiun isi indonesia gimana mau laku,negatif
UgxghS7pJF1ppHemuDR4AaABAg,sujar wadi,2023-06-12 23:32:22+00:00,subsidi,netral
Ugxk4Mmw2l10B7ztmb94AaABAg,Zoel Along,2023-06-12 20:07:53+00:00,mau laris manis buat bakar pungsi tenaga surya minyak bensin lebih irit banyak untung masyarakat pertalit tiada,positif
UgxiUILdRu4G6Dv-5Ud4AaABAg,I love cuan FTO88 - ORIGINAL,2023-06-12 17:14:38+00:00,bukan   mau daya beli   kurang drastis tak uang bawah,negatif
UgxG46Fu7-EbmYC953V4AaABAg,BRO_LONG,2023-06-12 16:52:16+00:00,karna tempat isi bahan bakar sangat sulit mahal,negatif
UgwP0PHGOh2T1CGr5MB4AaABAg,Bambang Elkadi,2023-06-12 14:55:56+00:00,bukan dealer salah konsumen wait and se hitung cermat putus beli,negatif
UgxVR2nce3GjfsXWR9l4AaABAg,moteng freeTV,2023-06-12 14:04:55+00:00,bukan buat indonesia buat apa dbeli ngurusi smk   sanggup mlah ngundang infestor asing,negatif
Ugznhq8ZMKJvuIL4VB14AaABAg,yutupcincoicincong,2023-06-12 13:58:50+00:00,bahan bakar air kok hilang,negatif
UgycLYKtThLLn7T4Qk54AaABAg,salman alfarisi,2023-06-12 13:41:44+00:00,negara   mau rubah   pertama dipikirin jangan jual dulu tempat   buat cas dipikirin dulu dibanyakin dulu tempat jangan dibanyakin mana orang beli susah nyari tempat cas,negatif
UgysYbSfR3y_Broo7zF4AaABAg,annonymous name,2023-06-12 13:25:26+00:00,suara reporter  kok  ilang,negatif
UgziDDvYlXBsNPg9bNt4AaABAg,Infonatura Food,2023-06-12 11:29:10+00:00,coba kaya bensin isi cepat menit isi kaya spbu bensin harga kaya bensin mampu angkut kaya bensin   usah banyak teori kosong laku geser bensin  orang  lebih harga waktu kescepatan simpel daya,negatif
Ugxd0TagtwTQFROjchJ4AaABAg,Supriadi Supriadi,2023-06-12 10:58:47+00:00,isi daya daerah,negatif
Ugy3UgqxaASC4pVB8ad4AaABAg,Meti Amalia,2023-06-12 10:42:52+00:00,rakyat mana sih   beli kendara cuma rakyat banyak blm mampu boro boro,negatif
UgwQ2b3GNMwHZYypve54AaABAg,Syahmedi Lubis,2023-06-12 09:49:12+00:00,dapat harga mahal batre kurang tahan tempat cas kota besar produksi bentuk sedan mau buat toyota innova,positif
UgyWLsqoxAfbEOG9FaR4AaABAg,anton basuki,2023-06-12 07:22:19+00:00,prioritas transportasi umum,positif
UgxioGroZP0VV0edA5F4AaABAg,Badarsyah Badarsyah,2023-06-12 07:19:52+00:00,entu masalah harga baterynya   nyaris paruh harga masyarakat kwatir satu waktu masa pakai batery habis sangat mahal berat milik ev,positif
UgxIUiqLQK9C-kzNl_Z4AaABAg,Sketsa Kafit,2023-06-12 06:41:56+00:00,harus ev armada transportasi umum   sih,negatif
UgxP2AtLoa41Gpjz7K14AaABAg,Karang Jaya,2023-06-12 06:37:31+00:00,jual paksa harga jual mahal subsidi perintah kwalitas uji suku cadang kendara   kok curiga subsidi apa benar beli kendara,negatif
UgwFiCnZuPCrzJlrNpp4AaABAg,Approved Card,2023-06-12 06:35:37+00:00,mana laris jual harga mahal sulit lapang kerja makan kurang kok beli,positif
Ugzl4AmPb1EPIBB-7ih4AaABAg,Arf.,2023-06-12 06:32:08+00:00,hybrid kunci,positif
UgzjZK_i71nLaDmCXZN4AaABAg,Zaenal Arifin,2023-06-12 06:03:03+00:00,strategi jls salah   bikin strategi perang mungkin jago   strategi dagang   jago   mau laku rubah budaya masyarakat indonesia   orang indonesia   mau beli kendara jual     harga jatuh   hampir th dunia otomotif jd tahu budaya orang indonesia contoh knp suzuki kurang laku   harga jual jatuh coba   honda toyota contoh   avanza sama xenia     harga xenia lebih murah   knp avanza   laku   pertama harga jual lebih bagus     xenia dua brand toyota   orang lihat semua budaya masyarakat sini lihat kendara bukan   harga     brand harga jual,positif
Ugw91fALy2aaE3liEbB4AaABAg,ella,2023-06-12 04:49:19+00:00,lebih baik mikirin sarana transportasi umum jangkau jangkau sampe daerah tidack kurang macet mahal kurang fasilitas   maintenance   gimana yha perintah sibuk bangun tol   notabene     banyak banyak   lewat tol makin cuan   punya tol,negatif
UgxI72XOO6AiFwTHHd54AaABAg,Orang Bebas,2023-06-12 04:11:13+00:00,  baru buat orang ragu ragu kaya waktu minyak tanah alih gas lpg sekarang gas lpg suruh rubah minyak tanah ogah coba pln buat meter wat besar abonemen murah minat masyarakat cara dukung ekosistem motor,negatif
UgyAWNWIx3hZo27Z62Z4AaABAg,taxiboy in BoYtransport,2023-06-12 04:05:17+00:00,harga cekik coba jt banyak rakyat toleh,positif
UgxGeN6LSM-FHiEIdnF4AaABAg,Eko Saputro,2023-06-12 02:48:56+00:00,bentuk lucu main,positif
UgwUfYmiUYa_4Bo7DXJ4AaABAg,Bagong tambeng,2023-06-12 01:59:22+00:00,jalan satu satu   harga murah subsidi besar besar laku,positif
UgzTdF9tsUvYn1qaASp4AaABAg,Irawan Aba,2023-06-12 01:17:42+00:00,generasi esmk baru he,negatif
UgzxTdXWtuxsnlpEoJh4AaABAg,Suyadi Dadik,2023-06-12 00:37:27+00:00,  itu orang mampu tani minta subsidi pupuk laku,negatif
Ugwduk4SjgKYnj3RVBN4AaABAg,alfian ihwalul,2023-06-12 00:36:13+00:00,harga mahal  banget   gimana  mau beli,positif
UgwSCB1CHatcFqW3pCp4AaABAg,aulia rahma,2023-06-12 00:25:30+00:00, sila  angkut umum   pribadi apa beda sama sama menuhin jalan,netral
UgzoUL2Mor83rkPWr0t4AaABAg,genta mulia jaya,2023-06-11 22:15:34+00:00,sangat mahal,negatif
UgynmUc0a4M6pfYvHGh4AaABAg,Yunus 94,2023-06-11 18:48:20+00:00,masyarakat   miskin,negatif
UgzwK3omyJprkqZaddJ4AaABAg,Itsumo Saiko,2023-06-11 17:01:28+00:00,bagaimana kenderaan elektrik indonesia nak laku pusat changer   cukup jalan raya buruk apa kuasa beli rata rakyat indonesia rendah walaupun duduk ramai,negatif
UgzKt5Npv6x4PDSr1Ix4AaABAg,Subagja,2023-06-11 15:00:01+00:00,  jelas harga beli token swap motor sama harga beli bbm sama     boong apalgi ken mayoritas orang indonesia pergi jauh cepet   buat cuman kerja sih,positif
UgzbDnEJpVa5fP56zE94AaABAg,Rasbut Ganteng,2023-06-11 12:42:28+00:00,puas   laku,positif
UgyxunEZZI_5TOjz1Wt4AaABAg,Ardi Farel,2023-06-11 11:51:42+00:00,terlalu kecil per sisa bahan,negatif
UgyWX-y0C9Je59FybHh4AaABAg,taufik hidayat,2023-06-11 11:51:32+00:00,sekali cas sampe surabaya   beli,negatif
UgzNdAe1JEO2_dWv59Z4AaABAg,Rango Channel CBS,2023-06-11 11:08:02+00:00,bukan   laku harga   mahal,positif
UgxbOW7oes38dLNbe8d4AaABAg,SAHIR VLOG CLP,2023-06-11 10:17:51+00:00,jelas mahal charging lama jelajah pendek dpminan no,negatif
UgxGPUV2BUTpAFoA9_B4AaABAg,AKBARファタハ,2023-06-11 09:01:05+00:00,perlu subsidi tiket kai,positif
UgzgD_w0jZkUM8vOkwB4AaABAg,Only One,2023-06-11 08:19:17+00:00,lama video buat inti kendraan bensin lebih murah harga beli,positif
Ugx3exxC8gdPZopL-7F4AaABAg,5191 nugroho,2023-06-11 08:04:07+00:00,pindah polusi udara kota pindah kawasan pltu   hasil polusi lebih parah makin besar guna ev makin besar minta daya makin banyak batubara   bakar,negatif
Ugwsue0-oSP_ogHICOB4AaABAg,احمد بدردىن,2023-06-11 08:02:33+00:00,bagaimana laku lebih cuma irit irit sangat giur kaum ekonomi bawah ironis kendara hargae atas jt bahkan milyar nyata punya uanga atas juta bahkan milyar terlalu pikir irit pikir gengsi status kaya mana mungkim mau,negatif
UgwE4-s8ewLYd13gsB14AaABAg,Muhsin Fath,2023-06-11 07:58:14+00:00,bantu pajak kokuntuk menuhin jalan raya bikin macet kocag transportasi umum banyakin aduh ampun investor akal sehat ilang,negatif
UgyEin9pIscoKBF7GR54AaABAg,Daun Hijau,2023-06-11 07:57:31+00:00,anggap   beli cashnya habis tengah jalang terus   mau ngisi cashnya numpang rumah orang mana   tinggal desa,positif
Ugwpnf3svMAR5TnqDy94AaABAg,Muhammad Nurdjajadi,2023-06-11 07:36:30+00:00,jangan terlalu ekor luar negeri hidup akan dikte luar buat atur sengsara rakyat pln bangun mahal mau pensiun dini beli mahal pajak mahal mau batas jalan ganjil genap pajak progressif terus mau apa,negatif
Ugzl7WAFjK3WDlm5bTV4AaABAg,Deddy Kurniawan,2023-06-11 07:19:04+00:00,    beli harga tinggi dulu kira juta  lebih  baik beli avanza bekas harga juta,positif
Ugy0GtwPBxNL5tcWRA94AaABAg,wahyusaputro,2023-06-11 06:56:40+00:00,akar masalah muahal,negatif
Ugw3BjDmjt8uUENR5TV4AaABAg,Always Cuan,2023-06-11 06:16:06+00:00,kendara   evektif banyak minus repot   praktis chargernya lama mending kendara bbm isi   lama,negatif
UgyIYgZzw1rfm9yMaGB4AaABAg,Mekanik Tobat channel,2023-06-11 05:32:45+00:00,ingin rakyat kurang phk anggur pusing  lihat  perintah dagang terus terus dagang tv digital dagang tiket motogp dagang,negatif
Ugx1Q_6sxzBZTg_pGth4AaABAg,MasNailun,2023-06-11 05:10:33+00:00,tempat charger banyak spbu mungkin banyak   beli,negatif
